fips,county,state,source_type
27153,Todd,Minnesota,jdi
27157,Wabasha,Minnesota,jdi
27159,Wadena,Minnesota,jdi
27161,Waseca,Minnesota,jdi
27165,Watonwan,Minnesota,jdi
27167,Wilkin,Minnesota,jdi
27169,Winona,Minnesota,jdi
27171,Wright,Minnesota,jdi
27173,Yellow Medicine,Minnesota,jdi
28001,Adams,Mississippi,auto/jdi
28025,Clay,Mississippi,auto/jdi
28033,Desoto,Mississippi,auto
28035,Forrest,Mississippi,auto
28045,Hancock,Mississippi,auto/jdi
28049,Hinds,Mississippi,auto
28059,Jackson,Mississippi,auto/jdi
28061,Jasper,Mississippi,jdi
28069,Kemper,Mississippi,auto/jdi
28073,Lamar,Mississippi,auto/jdi
28081,Lee,Mississippi,auto/jdi
28091,Marion,Mississippi,auto/jdi
28111,Perry,Mississippi,auto/jdi
28133,Sunflower,Mississippi,jdi
28143,Tunica,Mississippi,auto/jdi
28163,Yazoo,Mississippi,auto/jdi
29009,Barry,Missouri,auto/jdi
29013,Bates,Missouri,auto/jdi
29015,Benton,Missouri,jdi
29017,Bollinger,Missouri,auto/jdi
29019,Boone,Missouri,jdi
29021,Buchanan,Missouri,auto/jdi
29031,Cape Girardeau,Missouri,auto/jdi
29037,Cass,Missouri,auto/jdi
29039,Cedar,Missouri,jdi
29043,Christian,Missouri,auto/jdi
29045,Clark,Missouri,auto/jdi
29047,Clay,Missouri,auto/jdi
29053,Cooper,Missouri,auto/jdi
29061,Daviess,Missouri,auto
29077,Greene,Missouri,auto
29083,Henry,Missouri,auto/jdi
29089,Howard,Missouri,auto/jdi
29095,Jackson,Missouri,auto/jdi
29097,Jasper,Missouri,jdi
29101,Johnson,Missouri,auto/jdi
29109,Lawrence,Missouri,auto/jdi
29111,Lewis,Missouri,jdi
29117,Livingston,Missouri,auto/jdi
29119,Mcdonald,Missouri,auto/jdi
29127,Marion,Missouri,auto/jdi
29137,Monroe,Missouri,auto/jdi
29141,Morgan,Missouri,auto/jdi
29147,Nodaway,Missouri,auto/jdi
29157,Perry,Missouri,auto/jdi
29165,Platte,Missouri,auto/jdi
29169,Pulaski,Missouri,jdi
29175,Randolph,Missouri,auto/jdi
29195,Saline,Missouri,auto/jdi
29201,Scott,Missouri,auto/jdi
29209,Stone,Missouri,auto/jdi
29213,Taney,Missouri,jdi
29510,St. Louis City,Missouri,manual
30001,Beaverhead,Montana,jdi
30003,Big Horn,Montana,jdi
30007,Broadwater,Montana,jdi
30013,Cascade,Montana,jdi
30029,Flathead,Montana,jdi
30035,Glacier,Montana,jdi
30043,Jefferson,Montana,jdi
30047,Lake,Montana,jdi
30049,Lewis And Clark,Montana,jdi
30063,Missoula,Montana,jdi
30081,Ravalli,Montana,auto/jdi
30087,Rosebud,Montana,jdi
30093,Silver Bow,Montana,jdi
30105,Valley,Montana,jdi
30111,Yellowstone,Montana,jdi
31079,Hall,Nebraska,auto/jdi
31095,Jefferson,Nebraska,auto/jdi
31101,Keith,Nebraska,auto/jdi
31109,Lancaster,Nebraska,jdi
31111,Lincoln,Nebraska,jdi
31153,Sarpy,Nebraska,jdi
32003,Clark,Nevada,jdi
33001,Belknap,New Hampshire,auto/jdi
33005,Cheshire,New Hampshire,jdi
34003,Bergen,New Jersey,auto/jdi
34005,Burlington,New Jersey,jdi
34009,Cape May,New Jersey,auto/jdi
34011,Cumberland,New Jersey,jdi
34013,Essex,New Jersey,auto
34019,Hunterdon,New Jersey,jdi
34029,Ocean,New Jersey,jdi
34033,Salem,New Jersey,auto/jdi
34037,Sussex,New Jersey,auto/jdi
35001,Bernalillo,New Mexico,jdi
35009,Curry,New Mexico,jdi
35015,Eddy,New Mexico,auto/jdi
35025,Lea,New Mexico,jdi
35029,Luna,New Mexico,jdi
35043,Sandoval,New Mexico,jdi
35045,San Juan,New Mexico,jdi
35047,San Miguel,New Mexico,auto/jdi
35051,Sierra,New Mexico,jdi
35053,Socorro,New Mexico,auto/jdi
36001,Albany,New York,state
36003,Allegany,New York,state
36007,Broome,New York,state
36009,Cattaraugus,New York,state
36011,Cayuga,New York,state
36013,Chautauqua,New York,auto/jdi/state
36015,Chemung,New York,state
36017,Chenango,New York,state
36019,Clinton,New York,state
36021,Columbia,New York,state
36023,Cortland,New York,state
36025,Delaware,New York,state
36027,Dutchess,New York,state
36029,Erie,New York,jdi/state
36031,Essex,New York,state
36033,Franklin,New York,state
36035,Fulton,New York,state
36037,Genesee,New York,state
36039,Greene,New York,state
36041,Hamilton,New York,state
36043,Herkimer,New York,state
36045,Jefferson,New York,state
36049,Lewis,New York,state
36051,Livingston,New York,state
36053,Madison,New York,state
36055,Monroe,New York,jdi/state
36057,Montgomery,New York,state
36059,Nassau,New York,auto/manual/state
36061,New York,New York,auto/state
36063,Niagara,New York,jdi/state
36065,Oneida,New York,auto/jdi/state
36067,Onondaga,New York,jdi/state
36069,Ontario,New York,state
36071,Orange,New York,state
36073,Orleans,New York,state
36075,Oswego,New York,state
36077,Otsego,New York,state
36079,Putnam,New York,state
36083,Rensselaer,New York,state
36087,Rockland,New York,state
36089,St. Lawrence,New York,state
36091,Saratoga,New York,state
36093,Schenectady,New York,state
36095,Schoharie,New York,state
36097,Schuyler,New York,state
36099,Seneca,New York,state
36101,Steuben,New York,state
36103,Suffolk,New York,manual/state
36105,Sullivan,New York,state
36107,Tioga,New York,state
36109,Tompkins,New York,state
36111,Ulster,New York,state
36113,Warren,New York,state
36115,Washington,New York,state
36117,Wayne,New York,state
36119,Westchester,New York,auto/jdi/state
36121,Wyoming,New York,state
36123,Yates,New York,state
37001,Alamance,North Carolina,auto/jdi
37007,Anson,North Carolina,auto/jdi
37021,Buncombe,North Carolina,auto/jdi
37023,Burke,North Carolina,jdi
37025,Cabarrus,North Carolina,auto/jdi
37027,Caldwell,North Carolina,jdi
37031,Carteret,North Carolina,auto/jdi
37035,Catawba,North Carolina,jdi
37039,Cherokee,North Carolina,auto
37045,Cleveland,North Carolina,auto/jdi
37049,Craven,North Carolina,jdi
37057,Davidson,North Carolina,jdi
37063,Durham,North Carolina,auto/jdi
37067,Forsyth,North Carolina,auto
37071,Gaston,North Carolina,jdi
37081,Guilford,North Carolina,auto/jdi
37085,Harnett,North Carolina,jdi
37089,Henderson,North Carolina,jdi
37101,Johnston,North Carolina,auto/jdi
37105,Lee,North Carolina,auto/jdi
37109,Lincoln,North Carolina,auto/jdi
37119,Mecklenburg,North Carolina,jdi
37125,Moore,North Carolina,jdi
37129,New Hanover,North Carolina,auto/jdi
37135,Orange,North Carolina,jdi
37141,Pender,North Carolina,auto/jdi
37147,Pitt,North Carolina,jdi
37151,Randolph,North Carolina,auto/jdi
37153,Richmond,North Carolina,jdi
37159,Rowan,North Carolina,auto/jdi
37163,Sampson,North Carolina,jdi
37167,Stanly,North Carolina,jdi
37175,Transylvania,North Carolina,auto/jdi
37183,Wake,North Carolina,auto/jdi
38003,Barnes,North Dakota,jdi
38015,Burleigh,North Dakota,auto/jdi
38017,Cass,North Dakota,jdi
38071,Ramsey,North Dakota,jdi
38089,Stark,North Dakota,jdi
38093,Stutsman,North Dakota,jdi
38101,Ward,North Dakota,jdi
38105,Williams,North Dakota,auto/jdi
39001,Adams,Ohio,auto/jdi
39009,Athens,Ohio,auto
39013,Belmont,Ohio,jdi
39025,Clermont,Ohio,jdi
39027,Clinton,Ohio,jdi
39031,Coshocton,Ohio,jdi
39041,Delaware,Ohio,jdi
39043,Erie,Ohio,jdi
39049,Franklin,Ohio,jdi
39053,Gallia,Ohio,jdi
39059,Guernsey,Ohio,jdi
39061,Hamilton,Ohio,jdi
39077,Huron,Ohio,jdi
39083,Knox,Ohio,jdi
39089,Licking,Ohio,jdi
39107,Mercer,Ohio,jdi
39117,Morrow,Ohio,jdi
39121,Noble,Ohio,jdi
39123,Ottawa,Ohio,jdi
39129,Pickaway,Ohio,jdi
39143,Sandusky,Ohio,jdi
39153,Summit,Ohio,jdi
39157,Tuscarawas,Ohio,jdi
39167,Washington,Ohio,jdi
39171,Williams,Ohio,jdi
39173,Wood,Ohio,jdi
40023,Choctaw,Oklahoma,jdi
40031,Comanche,Oklahoma,auto/jdi
40037,Creek,Oklahoma,jdi
40049,Garvin,Oklahoma,jdi
40051,Grady,Oklahoma,jdi
40087,Mcclain,Oklahoma,jdi
40097,Mayes,Oklahoma,auto/jdi
40111,Okmulgee,Oklahoma,jdi
40113,Osage,Oklahoma,jdi
40117,Pawnee,Oklahoma,jdi
40125,Pottawatomie,Oklahoma,jdi
40131,Rogers,Oklahoma,auto/jdi
40145,Wagoner,Oklahoma,jdi
41001,Baker,Oregon,jdi
41003,Benton,Oregon,jdi
41005,Clackamas,Oregon,jdi
41007,Clatsop,Oregon,jdi
41009,Columbia,Oregon,jdi
41011,Coos,Oregon,jdi
41013,Crook,Oregon,auto
41015,Curry,Oregon,jdi
41017,Deschutes,Oregon,auto/jdi
41019,Douglas,Oregon,auto/jdi
41025,Harney,Oregon,jdi
41029,Jackson,Oregon,auto/jdi
41031,Jefferson,Oregon,auto/jdi
41033,Josephine,Oregon,auto/jdi
41035,Klamath,Oregon,jdi
41041,Lincoln,Oregon,jdi
41043,Linn,Oregon,jdi
41047,Marion,Oregon,jdi
41051,Multnomah,Oregon,jdi
41057,Tillamook,Oregon,jdi
41059,Umatilla,Oregon,jdi
41061,Union,Oregon,jdi
41065,Wasco,Oregon,auto/jdi
41067,Washington,Oregon,jdi
41071,Yamhill,Oregon,jdi
42001,Adams,Pennsylvania,manual
42003,Allegheny,Pennsylvania,manual
42005,Armstrong,Pennsylvania,manual
42007,Beaver,Pennsylvania,manual
42009,Bedford,Pennsylvania,manual
42013,Blair,Pennsylvania,manual
42017,Bucks,Pennsylvania,auto/manual
42021,Cambria,Pennsylvania,manual
42027,Centre,Pennsylvania,manual
42031,Clarion,Pennsylvania,auto/manual
42033,Clearfield,Pennsylvania,manual
42035,Clinton,Pennsylvania,manual
42037,Columbia,Pennsylvania,manual
42039,Crawford,Pennsylvania,jdi/manual
42041,Cumberland,Pennsylvania,jdi
42043,Dauphin,Pennsylvania,auto/jdi/manual
42055,Franklin,Pennsylvania,manual
42059,Greene,Pennsylvania,auto/jdi/manual
42061,Huntingdon,Pennsylvania,manual
42063,Indiana,Pennsylvania,manual
42067,Juniata,Pennsylvania,manual
42071,Lancaster,Pennsylvania,auto/jdi/manual
42077,Lehigh,Pennsylvania,manual
42081,Lycoming,Pennsylvania,jdi
42085,Mercer,Pennsylvania,auto/jdi
42087,Mifflin,Pennsylvania,manual
42091,Montgomery,Pennsylvania,manual
42093,Montour,Pennsylvania,manual
42097,Northumberland,Pennsylvania,manual
42099,Perry,Pennsylvania,manual
42101,Philadelphia,Pennsylvania,manual
42105,Potter,Pennsylvania,manual
42107,Schuylkill,Pennsylvania,manual
42109,Snyder,Pennsylvania,manual
42111,Somerset,Pennsylvania,manual
42113,Sullivan,Pennsylvania,manual
42115,Susquehanna,Pennsylvania,manual
42117,Tioga,Pennsylvania,manual
42119,Union,Pennsylvania,manual
42121,Venango,Pennsylvania,manual
42125,Washington,Pennsylvania,manual
45003,Aiken,South Carolina,jdi
45007,Anderson,South Carolina,auto/jdi
45013,Beaufort,South Carolina,auto/jdi
45015,Berkeley,South Carolina,auto/jdi
45021,Cherokee,South Carolina,auto/jdi
45023,Chester,South Carolina,auto/jdi
45031,Darlington,South Carolina,jdi
45041,Florence,South Carolina,auto
45055,Kershaw,South Carolina,auto/jdi
45059,Laurens,South Carolina,jdi
45063,Lexington,South Carolina,jdi
45067,Marion,South Carolina,jdi
45071,Newberry,South Carolina,jdi
45073,Oconee,South Carolina,auto
45077,Pickens,South Carolina,auto/jdi
45083,Spartanburg,South Carolina,jdi
45085,Sumter,South Carolina,auto/jdi
45087,Union,South Carolina,auto
46011,Brookings,South Dakota,jdi
46027,Clay,South Dakota,auto/jdi
46029,Codington,South Dakota,jdi
46099,Minnehaha,South Dakota,jdi
46103,Pennington,South Dakota,jdi
46113,Ogala,South Dakota,auto
47001,Anderson,Tennessee,state
47003,Bedford,Tennessee,state
47005,Benton,Tennessee,state
47007,Bledsoe,Tennessee,auto/state
47009,Blount,Tennessee,jdi/state
47011,Bradley,Tennessee,state
47013,Campbell,Tennessee,state
47015,Cannon,Tennessee,state
47017,Carroll,Tennessee,state
47019,Carter,Tennessee,auto/jdi/state
47021,Cheatham,Tennessee,state
47023,Chester,Tennessee,state
47025,Claiborne,Tennessee,state
47027,Clay,Tennessee,state
47029,Cocke,Tennessee,state
47031,Coffee,Tennessee,state
47033,Crockett,Tennessee,state
47035,Cumberland,Tennessee,state
47037,Davidson,Tennessee,state
47039,Decatur,Tennessee,state
47041,Dekalb,Tennessee,state
47043,Dickson,Tennessee,state
47045,Dyer,Tennessee,auto/state
47047,Fayette,Tennessee,state
47049,Fentress,Tennessee,state
47051,Franklin,Tennessee,state
47053,Gibson,Tennessee,state
47055,Giles,Tennessee,auto/jdi/state
47057,Grainger,Tennessee,state
47059,Greene,Tennessee,state
47061,Grundy,Tennessee,state
47063,Hamblen,Tennessee,auto/state
47065,Hamilton,Tennessee,auto/jdi/state
47067,Hancock,Tennessee,state
47069,Hardeman,Tennessee,state
47071,Hardin,Tennessee,state
47073,Hawkins,Tennessee,state
47075,Haywood,Tennessee,state
47077,Henderson,Tennessee,state
47079,Henry,Tennessee,state
47081,Hickman,Tennessee,state
47083,Houston,Tennessee,state
47085,Humphreys,Tennessee,state
47087,Jackson,Tennessee,state
47089,Jefferson,Tennessee,state
47091,Johnson,Tennessee,state
47093,Knox,Tennessee,auto/jdi/state
47095,Lake,Tennessee,state
47097,Lauderdale,Tennessee,state
47099,Lawrence,Tennessee,auto/state
47101,Lewis,Tennessee,state
47103,Lincoln,Tennessee,state
47105,Loudon,Tennessee,auto/jdi/state
47107,Mcminn,Tennessee,auto/state
47109,Mcnairy,Tennessee,state
47111,Macon,Tennessee,jdi/state
47113,Madison,Tennessee,state
47115,Marion,Tennessee,state
47117,Marshall,Tennessee,auto/state
47119,Maury,Tennessee,state
47121,Meigs,Tennessee,state
47123,Monroe,Tennessee,auto/jdi/state
47125,Montgomery,Tennessee,state
47127,Moore,Tennessee,state
47129,Morgan,Tennessee,state
47131,Obion,Tennessee,state
47133,Overton,Tennessee,state
47135,Perry,Tennessee,state
47137,Pickett,Tennessee,state
47139,Polk,Tennessee,jdi/state
47141,Putnam,Tennessee,jdi/state
47143,Rhea,Tennessee,state
47145,Roane,Tennessee,auto/state
47147,Robertson,Tennessee,auto/state
47149,Rutherford,Tennessee,state
47151,Scott,Tennessee,state
47153,Sequatchie,Tennessee,state
47155,Sevier,Tennessee,auto/jdi/state
47157,Shelby,Tennessee,auto/manual/state
47159,Smith,Tennessee,state
47161,Stewart,Tennessee,auto/state
47163,Sullivan,Tennessee,state
47165,Sumner,Tennessee,auto/state
47167,Tipton,Tennessee,state
47169,Trousdale,Tennessee,state
47171,Unicoi,Tennessee,state
47173,Union,Tennessee,state
47175,Van Buren,Tennessee,state
47177,Warren,Tennessee,state
47179,Washington,Tennessee,state
47181,Wayne,Tennessee,jdi/state
47183,Weakley,Tennessee,state
47185,White,Tennessee,state
47187,Williamson,Tennessee,state
47189,Wilson,Tennessee,state
48001,Anderson,Texas,state
48003,Andrews,Texas,state
48005,Angelina,Texas,jdi/state
48007,Aransas,Texas,state
48009,Archer,Texas,jdi/state
48011,Armstrong,Texas,state
48013,Atascosa,Texas,state
48015,Austin,Texas,state
48017,Bailey,Texas,state
48019,Bandera,Texas,state
48021,Bastrop,Texas,state
48023,Baylor,Texas,state
48025,Bee,Texas,state
48027,Bell,Texas,auto/jdi/state
48029,Bexar,Texas,state
48031,Blanco,Texas,state
48033,Borden,Texas,state
48035,Bosque,Texas,state
48037,Bowie,Texas,state
48039,Brazoria,Texas,state
48041,Brazos,Texas,state
48043,Brewster,Texas,state
48045,Briscoe,Texas,state
48047,Brooks,Texas,state
48049,Brown,Texas,auto/jdi/state
48051,Burleson,Texas,state
48053,Burnet,Texas,state
48055,Caldwell,Texas,state
48057,Calhoun,Texas,jdi/state
48059,Callahan,Texas,state
48061,Cameron,Texas,state
48063,Camp,Texas,state
48065,Carson,Texas,state
48067,Cass,Texas,state
48069,Castro,Texas,state
48071,Chambers,Texas,state
48073,Cherokee,Texas,state
48075,Childress,Texas,state
48077,Clay,Texas,state
48079,Cochran,Texas,auto/jdi/state
48081,Coke,Texas,state
48083,Coleman,Texas,auto/jdi/state
48085,Collin,Texas,jdi/state
48087,Collingsworth,Texas,state
48089,Colorado,Texas,state
48091,Comal,Texas,state
48093,Comanche,Texas,state
48095,Concho,Texas,state
48097,Cooke,Texas,auto/state
48099,Coryell,Texas,state
48101,Cottle,Texas,state
48103,Crane,Texas,state
48105,Crockett,Texas,state
48107,Crosby,Texas,state
48109,Culberson,Texas,state
48111,Dallam,Texas,state
48113,Dallas,Texas,jdi/state
48115,Dawson,Texas,state
48117,Deaf Smith,Texas,state
48119,Delta,Texas,state
48121,Denton,Texas,state
48123,Dewitt,Texas,jdi/state
48125,Dickens,Texas,state
48127,Dimmit,Texas,state
48129,Donley,Texas,state
48131,Duval,Texas,state
48133,Eastland,Texas,state
48135,Ector,Texas,state
48137,Edwards,Texas,jdi/state
48139,Ellis,Texas,jdi/state
48141,El Paso,Texas,state
48143,Erath,Texas,auto/jdi/state
48145,Falls,Texas,state
48147,Fannin,Texas,state
48149,Fayette,Texas,state
48151,Fisher,Texas,state
48153,Floyd,Texas,state
48155,Foard,Texas,state
48157,Fort Bend,Texas,jdi/state
48159,Franklin,Texas,state
48161,Freestone,Texas,auto/state
48163,Frio,Texas,state
48165,Gaines,Texas,state
48167,Galveston,Texas,jdi/state
48169,Garza,Texas,state
48171,Gillespie,Texas,state
48173,Glasscock,Texas,state
48175,Goliad,Texas,state
48177,Gonzales,Texas,state
48179,Gray,Texas,state
48181,Grayson,Texas,state
48183,Gregg,Texas,state
48185,Grimes,Texas,state
48187,Guadalupe,Texas,state
48189,Hale,Texas,state
48191,Hall,Texas,state
48193,Hamilton,Texas,state
48195,Hansford,Texas,state
48197,Hardeman,Texas,state
48199,Hardin,Texas,state
48201,Harris,Texas,auto/jdi/state
48203,Harrison,Texas,state
48205,Hartley,Texas,state
48207,Haskell,Texas,state
48209,Hays,Texas,state
48211,Hemphill,Texas,state
48213,Henderson,Texas,state
48215,Hidalgo,Texas,state
48217,Hill,Texas,state
48219,Hockley,Texas,auto/state
48221,Hood,Texas,state
48223,Hopkins,Texas,auto/jdi/state
48225,Houston,Texas,state
48227,Howard,Texas,state
48229,Hudspeth,Texas,state
48231,Hunt,Texas,state
48233,Hutchinson,Texas,state
48235,Irion,Texas,state
48237,Jack,Texas,state
48239,Jackson,Texas,state
48241,Jasper,Texas,state
48243,Jeff Davis,Texas,state
48245,Jefferson,Texas,state
48247,Jim Hogg,Texas,state
48249,Jim Wells,Texas,jdi/state
48251,Johnson,Texas,state
48253,Jones,Texas,state
48255,Karnes,Texas,state
48257,Kaufman,Texas,jdi/state
48259,Kendall,Texas,state
48261,Kenedy,Texas,state
48263,Kent,Texas,state
48265,Kerr,Texas,state
48267,Kimble,Texas,state
48269,King,Texas,state
48271,Kinney,Texas,state
48273,Kleberg,Texas,state
48275,Knox,Texas,state
48277,Lamar,Texas,state
48279,Lamb,Texas,state
48281,Lampasas,Texas,state
48283,La Salle,Texas,state
48285,Lavaca,Texas,jdi/state
48287,Lee,Texas,state
48289,Leon,Texas,state
48291,Liberty,Texas,auto/jdi/state
48293,Limestone,Texas,state
48295,Lipscomb,Texas,state
48297,Live Oak,Texas,state
48299,Llano,Texas,state
48301,Loving,Texas,state
48303,Lubbock,Texas,jdi/state
48305,Lynn,Texas,state
48307,Mcculloch,Texas,state
48309,Mclennan,Texas,state
48311,Mcmullen,Texas,state
48313,Madison,Texas,state
48315,Marion,Texas,state
48317,Martin,Texas,state
48319,Mason,Texas,state
48321,Matagorda,Texas,state
48323,Maverick,Texas,state
48325,Medina,Texas,state
48327,Menard,Texas,state
48329,Midland,Texas,jdi/state
48331,Milam,Texas,jdi/state
48333,Mills,Texas,state
48335,Mitchell,Texas,state
48337,Montague,Texas,jdi/state
48339,Montgomery,Texas,jdi/state
48341,Moore,Texas,state
48343,Morris,Texas,state
48345,Motley,Texas,state
48347,Nacogdoches,Texas,state
48349,Navarro,Texas,state
48351,Newton,Texas,state
48353,Nolan,Texas,state
48355,Nueces,Texas,state
48357,Ochiltree,Texas,auto/state
48359,Oldham,Texas,state
48361,Orange,Texas,jdi/state
48363,Palo Pinto,Texas,state
48365,Panola,Texas,state
48367,Parker,Texas,state
48369,Parmer,Texas,jdi/state
48371,Pecos,Texas,state
48373,Polk,Texas,jdi/state
48375,Potter,Texas,jdi/state
48377,Presidio,Texas,state
48379,Rains,Texas,state
48381,Randall,Texas,jdi/state
48383,Reagan,Texas,state
48385,Real,Texas,state
48387,Red River,Texas,auto/state
48389,Reeves,Texas,state
48391,Refugio,Texas,state
48393,Roberts,Texas,state
48395,Robertson,Texas,jdi/state
48397,Rockwall,Texas,jdi/state
48399,Runnels,Texas,state
48401,Rusk,Texas,auto/state
48403,Sabine,Texas,state
48405,San Augustine,Texas,state
48407,San Jacinto,Texas,state
48409,San Patricio,Texas,state
48411,San Saba,Texas,state
48413,Schleicher,Texas,state
48415,Scurry,Texas,state
48417,Shackelford,Texas,jdi/state
48419,Shelby,Texas,jdi/state
48421,Sherman,Texas,state
48423,Smith,Texas,state
48425,Somervell,Texas,state
48427,Starr,Texas,state
48429,Stephens,Texas,state
48431,Sterling,Texas,state
48433,Stonewall,Texas,state
48435,Sutton,Texas,state
48437,Swisher,Texas,state
48439,Tarrant,Texas,jdi/state
48441,Taylor,Texas,state
48443,Terrell,Texas,state
48445,Terry,Texas,jdi/state
48447,Throckmorton,Texas,state
48449,Titus,Texas,auto/jdi/state
48451,Tom Green,Texas,auto/jdi/state
48453,Travis,Texas,jdi/state
48455,Trinity,Texas,state
48457,Tyler,Texas,state
48459,Upshur,Texas,auto/jdi/state
48461,Upton,Texas,state
48463,Uvalde,Texas,state
48465,Val Verde,Texas,state
48467,Van Zandt,Texas,auto/jdi/state
48469,Victoria,Texas,state
48471,Walker,Texas,state
48473,Waller,Texas,state
48475,Ward,Texas,state
48477,Washington,Texas,state
48479,Webb,Texas,state
48481,Wharton,Texas,jdi/state
48483,Wheeler,Texas,state
48485,Wichita,Texas,auto/state
48487,Wilbarger,Texas,state
48489,Willacy,Texas,jdi/state
48491,Williamson,Texas,state
48493,Wilson,Texas,auto/state
48495,Winkler,Texas,state
48497,Wise,Texas,state
48499,Wood,Texas,state
48501,Yoakum,Texas,state
48503,Young,Texas,auto/state
48505,Zapata,Texas,state
48507,Zavala,Texas,state
49005,Cache,Utah,jdi
49011,Davis,Utah,jdi
49021,Iron,Utah,jdi
49035,Salt Lake,Utah,auto/jdi
49039,Sanpete,Utah,jdi
49045,Tooele,Utah,jdi
49053,Washington,Utah,jdi
49057,Weber,Utah,jdi
51013,Arlington,Virginia,jdi
51025,Brunswick,Virginia,auto/jdi
51069,Frederick,Virginia,auto
51083,Halifax,Virginia,auto
51085,Hanover,Virginia,auto/jdi
51087,Henrico,Virginia,jdi
51119,Middlesex,Virginia,auto/jdi
51159,Richmond,Virginia,auto
51161,Roanoke,Virginia,auto/jdi
51163,Rockbridge,Virginia,auto
51187,Warren,Virginia,auto
51191,Washington,Virginia,auto
51550,Chesapeake City,Virginia,auto
51590,Danville City,Virginia,jdi
51670,Hopewell City,Virginia,auto/jdi
51710,Norfolk City,Virginia,jdi
51770,Roanoke City,Virginia,jdi
51790,Staunton City,Virginia,auto/jdi
51800,Suffolk City,Virginia,auto/jdi
51810,Virginia Beach City,Virginia,auto/jdi
51830,Williamsburg City,Virginia,auto/jdi
53001,Adams,Washington,jdi
53007,Chelan,Washington,jdi
53009,Clallam,Washington,jdi
53011,Clark,Washington,auto/jdi/manual
53013,Columbia,Washington,auto/jdi
53015,Cowlitz,Washington,jdi
53021,Franklin,Washington,jdi
53025,Grant,Washington,jdi
53027,Grays Harbor,Washington,jdi
53029,Island,Washington,auto/jdi
53031,Jefferson,Washington,jdi
53033,King,Washington,auto/jdi
53035,Kitsap,Washington,jdi
53037,Kittitas,Washington,jdi
53041,Lewis,Washington,jdi
53043,Lincoln,Washington,auto/jdi
53045,Mason,Washington,jdi
53047,Okanogan,Washington,jdi
53049,Pacific,Washington,jdi
53053,Pierce,Washington,jdi
53057,Skagit,Washington,jdi
53059,Skamania,Washington,jdi
53061,Snohomish,Washington,auto/jdi
53063,Spokane,Washington,auto/manual
53067,Thurston,Washington,jdi
53071,Walla Walla,Washington,auto/jdi
53073,Whatcom,Washington,auto/jdi
53075,Whitman,Washington,jdi
53077,Yakima,Washington,jdi
55005,Barron,Wisconsin,jdi
55009,Brown,Wisconsin,auto/jdi
55015,Calumet,Wisconsin,jdi
55017,Chippewa,Wisconsin,jdi
55025,Dane,Wisconsin,jdi
55031,Douglas,Wisconsin,jdi
55035,Eau Claire,Wisconsin,jdi
55043,Grant,Wisconsin,auto
55053,Jackson,Wisconsin,jdi
55059,Kenosha,Wisconsin,auto/jdi
55063,La Crosse,Wisconsin,jdi
55069,Lincoln,Wisconsin,jdi
55071,Manitowoc,Wisconsin,jdi
55079,Milwaukee,Wisconsin,jdi
55089,Ozaukee,Wisconsin,jdi
55093,Pierce,Wisconsin,jdi
55101,Racine,Wisconsin,jdi
55113,Sawyer,Wisconsin,jdi
55117,Sheboygan,Wisconsin,jdi
55121,Trempealeau,Wisconsin,jdi
55133,Waukesha,Wisconsin,jdi
56003,Big Horn,Wyoming,jdi
56023,Lincoln,Wyoming,auto/jdi
56027,Niobrara,Wyoming,jdi
56029,Park,Wyoming,jdi
56037,Sweetwater,Wyoming,auto/jdi
